#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_534	2379	5	N	N	1	*	*,534,*
contig_264	2377	7	N	N	1	*	*,264,*
contig_581	2377	8	N	N	1	*	*,581,*
contig_677	2376	6	N	N	1	*	*,677,*
contig_590	2374	7	N	N	1	*	*,590,*
contig_187	2373	13	N	N	1	*	*,187,*
contig_454	2373	12	N	N	1	*	*,454,*
contig_311	2366	7	N	N	1	*	*,311,*
contig_638	2365	8	N	N	1	*	*,638,*
contig_610	2363	14	N	N	1	*	*,610,*
contig_611	2363	11	N	N	1	*	*,611,*
contig_265	2362	8	N	N	1	*	*,265,*
contig_217	2361	6	N	N	1	*	*,217,*
contig_682	2361	8	N	N	1	*	*,682,*
contig_132	2353	5	N	N	1	*	*,132,*
contig_555	2352	11	N	N	1	*	*,555,*
contig_438	2351	7	N	N	1	*	*,438,*
contig_489	2351	7	N	N	1	*	*,489,*
contig_234	2350	10	N	N	1	*	*,234,*
contig_385	2349	22	N	N	1	*	*,385,*
contig_652	2347	24	N	N	1	*	*,652,*
contig_554	2345	20	N	Y	2	*	*,554,*
contig_6	2345	5	N	N	1	*	*,6,*
contig_636	2344	12	N	N	1	*	*,636,*
contig_703	2343	6	N	N	1	*	*,703,*
contig_133	2342	15	N	N	1	*	*,133,*
contig_129	2341	10	N	N	1	*	*,129,*
contig_521	2341	5	N	N	1	*	*,521,*
contig_535	2341	9	N	N	1	*	*,535,*
contig_531	2340	4	N	N	1	*	*,531,*
contig_345	2339	8	N	N	2	*	*,345,*
contig_453	2339	17	N	N	1	*	*,453,*
contig_224	2336	6	N	N	1	*	*,224,*
contig_475	2336	16	N	N	1	*	*,475,*
contig_476	2335	12	N	N	1	*	*,476,*
contig_325	2332	14	N	N	1	*	*,325,*
contig_34	2332	4	N	N	1	*	*,34,*
contig_671	2331	5	N	N	1	*	*,671,*
contig_463	2330	10	N	N	1	*	*,463,*
contig_291	2328	7	N	N	1	*	*,291,*
contig_506	2327	15	N	N	1	*	*,506,*
contig_78	2326	8	N	N	1	*	*,78,*
contig_288	2325	7	N	N	1	*	*,288,*
contig_593	2325	12	N	N	1	*	*,593,*
contig_678	2322	11	N	N	1	*	*,678,*
contig_495	2319	8	N	N	1	*	*,495,*
contig_434	2318	6	N	N	1	*	*,434,*
contig_274	2316	14	N	N	1	*	*,274,*
contig_587	2315	14	N	N	1	*	*,587,*
contig_31	2314	9	N	N	1	*	*,31,*
contig_305	2313	8	N	N	1	*	*,305,*
contig_313	2313	22	N	N	1	*	*,313,*
contig_618	2313	4	N	N	1	*	*,618,*
contig_22	2312	8	N	N	1	*	*,22,*
contig_204	2310	9	N	N	1	*	*,204,*
contig_351	2307	10	N	N	1	*	*,351,*
contig_629	2307	6	N	N	1	*	*,629,*
contig_56	2306	14	N	N	1	*	*,56,*
contig_571	2305	20	N	N	1	*	*,571,*
contig_50	2304	4	N	N	1	*	*,50,*
contig_596	2304	8	N	N	1	*	*,596,*
contig_456	2302	13	N	N	2	*	*,456,*
contig_664	2301	7	N	N	1	*	*,664,*
contig_306	2300	6	N	N	1	*	*,306,*
contig_326	2299	14	N	N	1	*	*,326,*
contig_386	2298	12	N	N	1	*	*,386,*
contig_408	2298	6	N	N	1	*	*,408,*
contig_139	2297	16	N	N	1	*	*,139,*
contig_516	2297	8	N	N	1	*	*,516,*
contig_553	2297	10	N	N	1	*	*,553,*
contig_287	2296	8	N	N	1	*	*,287,*
contig_382	2295	6	N	N	1	*	*,382,*
contig_322	2294	20	N	N	2	*	*,322,*
contig_52	2293	16	N	N	1	*	*,52,*
contig_169	2292	14	N	N	1	*	*,169,*
contig_692	2291	5	N	N	1	*	*,692,*
contig_191	2289	12	N	N	1	*	*,191,*
contig_307	2288	14	N	N	1	*	*,307,*
contig_715	2288	13	N	N	1	*	*,715,*
contig_691	2286	5	N	N	1	*	*,691,*
contig_327	2284	11	N	N	1	*	*,327,*
contig_488	2283	10	N	N	1	*	*,488,*
contig_294	2280	29	N	N	3	*	*,294,*
contig_569	2280	8	N	N	1	*	*,569,*
contig_318	2279	8	N	N	1	*	*,318,*
contig_546	2279	10	N	N	1	*	*,546,*
contig_436	2276	8	N	N	1	*	*,436,*
contig_460	2276	7	N	N	1	*	*,460,*
contig_380	2275	7	N	N	1	*	*,380,*
contig_223	2274	7	N	N	1	*	*,223,*
contig_381	2274	13	N	N	1	*	*,381,*
contig_357	2273	11	N	N	1	*	*,357,*
contig_487	2273	4	N	N	1	*	*,487,*
contig_333	2271	10	N	N	1	*	*,333,*
contig_713	2271	10	N	N	1	*	*,713,*
contig_522	2268	11	N	N	1	*	*,522,*
contig_82	2268	16	N	N	1	*	*,82,*
contig_478	2267	11	N	N	1	*	*,478,*
contig_96	2266	17	N	N	1	*	*,96,*
contig_329	2265	16	N	N	1	*	*,329,*
contig_514	2264	11	N	N	1	*	*,514,*
contig_578	2264	5	N	N	1	*	*,578,*
contig_213	2262	6	N	N	1	*	*,213,*
contig_350	2262	5	N	N	1	*	*,350,*
contig_200	2259	8	N	N	1	*	*,200,*
contig_101	2258	20	N	N	1	*	*,101,*
contig_29	2258	14	N	N	1	*	*,29,*
contig_377	2258	8	N	N	1	*	*,377,*
contig_296	2257	12	N	N	1	*	*,296,*
contig_70	2257	7	N	N	1	*	*,70,*
contig_552	2256	10	N	N	1	*	*,552,*
contig_563	2256	8	N	N	1	*	*,563,*
contig_710	2255	6	N	N	1	*	*,710,*
contig_448	2254	7	N	N	1	*	*,448,*
contig_568	2254	6	N	N	1	*	*,568,*
contig_233	2252	18	N	N	1	*	*,233,*
contig_712	2252	5	N	N	1	*	*,712,*
contig_228	2251	16	N	N	1	*	*,228,*
contig_355	2250	11	N	N	1	*	*,355,*
contig_669	2250	11	N	N	1	*	*,669,*
contig_316	2249	5	N	N	1	*	*,316,*
contig_672	2249	14	N	N	1	*	*,672,*
contig_634	2248	10	N	N	1	*	*,634,*
contig_284	2246	14	N	N	1	*	*,284,*
contig_330	2244	9	N	N	1	*	*,330,*
contig_529	2244	13	N	N	1	*	*,529,*
contig_336	2242	13	N	N	1	*	*,336,*
contig_341	2237	10	N	N	1	*	*,341,*
contig_497	2237	19	N	N	1	*	*,497,*
contig_510	2237	6	N	N	1	*	*,510,*
contig_280	2236	8	N	N	1	*	*,280,*
contig_526	2235	3	N	N	1	*	*,526,*
contig_293	2234	22	N	N	2	*	*,293,*
contig_361	2234	18	N	N	1	*	*,361,*
contig_266	2233	4	N	N	1	*	*,266,*
contig_260	2231	11	N	N	1	*	*,260,*
contig_221	2230	18	N	N	2	*	*,221,*
contig_267	2229	8	N	N	1	*	*,267,*
contig_304	2229	5	N	N	1	*	*,304,*
contig_544	2229	9	N	N	1	*	*,544,*
contig_702	2229	6	N	N	1	*	*,702,*
contig_513	2228	3	N	N	1	*	*,513,*
contig_425	2227	12	N	N	1	*	*,425,*
contig_290	2226	9	N	N	1	*	*,290,*
contig_501	2226	3	N	N	1	*	*,501,*
contig_617	2226	9	N	N	1	*	*,617,*
contig_594	2225	6	N	N	1	*	*,594,*
contig_687	2225	14	N	N	1	*	*,687,*
contig_335	2224	7	N	N	1	*	*,335,*
contig_185	2223	13	N	N	1	*	*,185,*
contig_394	2222	16	N	N	1	*	*,394,*
contig_466	2222	10	N	N	1	*	*,466,*
contig_482	2222	10	N	N	1	*	*,482,*
contig_193	2221	12	N	N	1	*	*,193,*
contig_721	2221	9	N	N	1	*	*,721,*
contig_458	2219	10	N	N	1	*	*,458,*
contig_626	2219	10	N	N	1	*	*,626,*
contig_679	2218	12	N	N	1	*	*,679,*
contig_87	2218	11	N	N	1	*	*,87,*
contig_198	2217	8	N	N	1	*	*,198,*
contig_447	2215	13	N	N	1	*	*,447,*
contig_540	2215	11	N	N	1	*	*,540,*
contig_100	2211	11	N	N	1	*	*,100,*
contig_231	2211	14	N	N	1	*	*,231,*
contig_393	2211	9	N	N	1	*	*,393,*
contig_724	2211	8	N	N	2	*	*,724,*
contig_277	2208	9	N	N	1	*	*,277,*
contig_637	2208	11	N	N	1	*	*,637,*
contig_584	2207	9	N	N	1	*	*,584,*
contig_124	2206	14	N	N	1	*	*,124,*
contig_695	2206	7	N	N	1	*	*,695,*
contig_259	2205	5	N	N	1	*	*,259,*
contig_279	2204	9	N	N	1	*	*,279,*
contig_759	2204	10	N	N	1	*	*,759,*
contig_504	2203	6	N	N	1	*	*,504,*
contig_615	2198	10	N	N	1	*	*,615,*
contig_439	2195	7	N	N	1	*	*,439,*
contig_314	2193	25	N	N	2	*	*,314,*
contig_181	2187	13	N	N	1	*	*,181,*
contig_643	2149	6	N	N	1	*	*,643,*
contig_473	1999	13	N	N	2	*	*,473,*
contig_358	1997	8	N	N	1	*	*,358,*
contig_189	1882	3	N	N	1	*	*,189,*
contig_645	1713	16	N	N	1	*	*,645,*
contig_222	1659	12	N	N	1	*	*,222,*
contig_184	1502	9	N	N	1	*	*,184,*
contig_685	1483	7	N	N	1	*	*,685,*
contig_215	1360	12	N	N	1	*	*,215,*
contig_423	1277	23	N	N	1	*	*,423,*
contig_424	1201	18	N	N	1	*	*,424,*
contig_188	1123	15	N	N	1	*	*,188,*
contig_18	1042	41	N	Y	3	*	*,18,*
contig_64	1013	4	N	N	1	*	*,64,*
