accession	organism_name	tax_id	best_match_organism	ani	best_type_assembly	best_match_category	match_status	taxonomy_check_status	submitted_organism
GCF_032970465.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_032970485.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_032970805.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_036419195.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_039563865.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_040719155.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_040969975.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.85	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_041894645.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_041894655.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_041894665.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_041894685.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_041894745.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_041894755.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_041894765.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_041894775.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_041894785.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_042055065.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043498035.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043661035.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043661105.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.74	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043840105.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043840245.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043840335.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043840395.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043840415.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.84	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043840435.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043840665.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043840685.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043840745.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043840905.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043842955.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843095.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843235.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843255.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843355.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843405.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843435.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843555.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.1	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843575.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843655.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843855.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043843975.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844035.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844135.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844215.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844355.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844405.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844425.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.93	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844445.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844565.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844605.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844625.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844695.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844735.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844785.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_043844875.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_045586155.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_046056635.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_046057055.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.85	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_048820735.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_050875585.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_050875605.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_050875765.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_050875825.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_050876145.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_050876325.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_050877105.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_050877125.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_052037565.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_052037675.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.01	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_052879055.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_052879275.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_052879475.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_053348535.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_053348575.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_053348615.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_054111865.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_056531025.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.11	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_057798455.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_057798535.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_057798575.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_057798635.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_057798655.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_057798795.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_058148205.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_058148245.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_058148265.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_058148365.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_903986725.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_903986945.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_903986995.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_947492095.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_947497575.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_947497845.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.95	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_947497995.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_947498945.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_947501345.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_947503745.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_000962815.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_001010935.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.88	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_001048675.1	Vibrio diabolicus	50719	Vibrio chemaguriensis	98.11	GCA_012275705.1	suspected_type	mismatch	Inconclusive	Vibrio diabolicus
GCA_001691185.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_002953335.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.87	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_002953355.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_002953395.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_003798525.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_004522045.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_006151825.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.88	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_008757025.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_010894395.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.1	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_011801455.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_013332575.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.2	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_013368925.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_015160835.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.1	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_016812015.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.85	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_016825335.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_019273595.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.93	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_020717785.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.12	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_021322875.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_021440175.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_022288885.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_022288955.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_022288995.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.01	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_022289055.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_022395435.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_022398015.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_022398055.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_022398075.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_022398225.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.12	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024531135.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024531155.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024581015.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024743715.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024743735.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024744025.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024744635.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024747875.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.87	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024747885.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024747905.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.85	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024747935.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024747945.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.84	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024747975.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024747995.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748015.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.95	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748035.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748045.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748065.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748095.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748115.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.83	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748135.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.87	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748155.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748175.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.95	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748195.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748215.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748225.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748235.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748275.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748295.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748315.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.01	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748335.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.95	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748355.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748375.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748395.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748435.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748455.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748475.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748495.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_024748515.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.85	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_026847595.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_026847605.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_026898475.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_026933185.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.01	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_030594265.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_031154255.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.93	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_032970405.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_032970465.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_032970485.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_032970805.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_036419195.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_039563865.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_040719155.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_040969975.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.85	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_041894645.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_041894655.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_041894665.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_041894685.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_041894745.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_041894755.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_041894765.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_041894775.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_041894785.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
