Sample	contig	length	mean_depth_long	sd_depth_long	q25_depth_long	q75_depth_long	plasmid_copy_number_long	circularity	PLSDB_hit	NUCCORE_ACC	mash_distance	mash_pval	mash_matching_hashes	NUCCORE_UID	NUCCORE_Description	NUCCORE_CreateDate	NUCCORE_Topology	NUCCORE_Completeness	NUCCORE_TaxonID	NUCCORE_Genome	NUCCORE_Length	NUCCORE_DuplicatedEntry	NUCCORE_Source	NUCCORE_BiosampleID	BIOSAMPLE_UID	BIOSAMPLE_ACC	BIOSAMPLE_Location	BIOSAMPLE_Coordinates	BIOSAMPLE_IsolationSource	BIOSAMPLE_Host	BIOSAMPLE_CollectionDate	BIOSAMPLE_HostDisease	BIOSAMPLE_SampleType	ASSEMBLY_UID	ASSEMBLY_ACC	ASSEMBLY_Status	ASSEMBLY_coverage	ASSEMBLY_SeqReleaseDate	ASSEMBLY_SubmissionDate	ASSEMBLY_Lastest	ASSEMBLY_BiosampleID	TAXONOMY_superkingdom	TAXONOMY_phylum	TAXONOMY_class	TAXONOMY_order	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_UID	TAXONOMY_taxon_rank	TAXONOMY_taxon_name	TAXONOMY_taxon_lineage	TAXONOMY_superkingdom_id	TAXONOMY_phylum_id	TAXONOMY_class_id	TAXONOMY_order_id	TAXONOMY_family_id	TAXONOMY_genus_id	TAXONOMY_species_id	TAXONOMY_strain_id	has_biosample	has_assembly	has_location	rMLST_hits	rMLST_hitscount	inclusions	NUCCORE_GC	Length	BIOSAMPLE_Host_processed	BIOSAMPLE_Host_processed_source	BIOSAMPLE_Host_label	BIOSAMPLE_HostDisease_processed	loc_lat	loc_lng	loc_parsed	D1	D2	plasmidfinder	pmlst
11813_EXE_30_2024_F_PBC74148	2	131437	57.94	14.55	48	70	1.06	circular	Yes	NZ_CP071844.1	0.0227107	0.0	450/1000	2256174026.0	Vibrio sp. SCSIO 43009 plasmid unnamed, complete sequence	2022-06-19	circular	complete	2819103.0	plasmid	135905.0	CP071844.1	RefSeq	SAMN18309766	18309766.0	SAMN18309766	China: Hainan Island	18.24 N 109.36 E		Galaxea fascicularis	2017-08-01			12984841.0	GCF_023716525.1	Complete Genome	100.0	2022-06-14	2022-06-14	True	SAMN18309766	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_sp._SCSIO_43009		2819103.0	species	['Bacteria', 'Pseudomonadota', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Vibrio', 'Vibrio sp. SCSIO 43009', '']	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_sp._SCSIO_43009;	2.0	1224.0	1236.0	135623.0	641.0	662.0	2819103.0		True	True	True		0.0		0.442875538059674	135905.0	Galaxea fascicularis	BIOSAMPLE_Host	Galaxea fascicularis		18.24	109.36		-10.502206	-3.1880584		
11813_EXE_30_2024_F_PBC74148	3	101588	48.94	11.91	39	61	0.89	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	4	101569	45.97	12.78	34	58	0.84	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	5	100897	45.85	12.17	36	55	0.84	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	6	97562	58.79	7.0	53	64	1.07	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	7	90062	53.72	6.37	48	59	0.98	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	8	79373	40.7	3.5	39	43	0.74	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	9	36635	72.93	5.58	69	77	1.33	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	10	30033	61.16	11.09	53	73	1.12	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	11	26697	53.44	5.97	48	60	0.98	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	12	24478	61.21	8.12	53	68	1.12	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	13	18205	53.72	5.32	50	57	0.98	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	14	13252	73.44	1.98	72	75	1.34	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	15	12417	61.36	2.17	60	63	1.12	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	16	12050	61.97	5.3	57	67	1.13	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	17	1102	57.82	0.73	58	58	1.06	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	18	148	143.45	1.05	143	144	2.62	not_circular																																																																								
11813_EXE_30_2024_F_PBC74148	19	119	71.89	0.34	72	72	1.31	not_circular																																																																								
11813_EXE_30_2025_S_PBC74148	chromosome	3201227	60.38	17.07	47	74	1.0	circular																																																																								
11813_EXE_30_2025_S_PBC74148	1	743425	52.77	13.78	42	61	0.87	not_circular																																																																								
11813_EXE_30_2025_S_PBC74148	2	431259	42.76	10.85	33	52	0.71	not_circular																																																																								
11813_EXE_30_2025_S_PBC74148	3	309624	51.74	10.18	46	57	0.86	not_circular																																																																								
11813_EXE_30_2025_S_PBC74148	4	132592	39.55	12.97	30	48	0.66	not_circular																																																																								
11813_EXE_30_2025_S_PBC74148	5	61870	39.06	6.93	35	45	0.65	not_circular																																																																								
11813_EXE_30_2025_S_PBC74148	6	52210	42.55	7.24	36	49	0.7	not_circular																																																																								
11813_EXE_30_2025_S_PBC74148	7	34932	34.59	3.68	32	38	0.57	not_circular																																																																								
11813_EXE_30_2025_S_PBC74148	8	12126	23.18	4.48	19	26	0.38	not_circular																																																																								
11813_EXE_30_2025_S_PBC74148	10	239	55.8	0.52	56	56	0.92	not_circular																																																																								
11813_EXE_30_2025_S_PBC74148	11	131	55.79	0.49	56	56	0.92	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	chromosome	3316642	56.83	27.19	36	75	1.0	circular																																																																								
11813_EXE_19_2024_M_PBC74148	1	790578	40.73	20.12	26	55	0.72	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	2	204491	42.41	15.61	30	53	0.75	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	3	135739	49.44	29.31	25	64	0.87	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	4	132243	50.59	30.66	30	60	0.89	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	5	40355	50.3	25.32	27	60	0.89	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	6	39787	43.74	8.37	38	46	0.77	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	7	36361	44.01	20.91	26	56	0.77	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	8	35321	63.54	28.63	44	79	1.12	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	9	32384	61.98	19.7	44	77	1.09	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	10	30989	48.84	22.79	30	64	0.86	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	11	28532	38.88	10.87	29	43	0.68	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	12	25107	38.43	17.11	24	53	0.68	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	13	23778	53.44	20.0	37	70	0.94	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	14	21342	56.12	31.67	26	80	0.99	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	15	16270	40.6	8.63	33	45	0.71	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	16	14596	46.73	4.25	44	49	0.82	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	17	13758	59.05	2.68	57	61	1.04	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	18	12703	52.71	4.14	49	56	0.93	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	19	12297	56.7	11.09	47	68	1.0	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	20	11912	51.53	5.1	48	55	0.91	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	21	10968	45.03	6.84	41	48	0.79	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	22	9433	46.91	5.68	42	51	0.83	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	23	8953	92.87	6.29	88	99	1.63	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	24	8665	111.32	7.93	106	118	1.96	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	25	8640	49.05	3.62	46	52	0.86	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	26	7180	62.7	1.83	61	64	1.1	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	27	6826	86.75	4.92	83	91	1.53	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	28	6542	74.0	6.87	70	79	1.3	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	29	6528	74.02	4.83	69	78	1.3	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	30	5729	111.33	9.32	104	118	1.96	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	31	5602	72.24	7.28	67	79	1.27	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	32	5410	46.54	2.37	45	48	0.82	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	33	5096	52.27	1.49	51	53	0.92	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	34	4661	71.83	8.74	65	80	1.26	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	35	4654	121.9	3.93	121	124	2.14	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	36	4567	101.3	3.85	97	104	1.78	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	37	4370	101.05	4.29	98	104	1.78	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	38	4196	78.23	3.46	75	82	1.38	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	39	3590	65.24	3.03	63	67	1.15	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	40	3570	56.32	2.38	54	58	0.99	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	41	3490	126.64	2.66	125	128	2.23	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	42	3238	109.45	1.94	108	111	1.93	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	43	3054	55.08	1.93	54	56	0.97	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	44	2931	118.92	5.19	115	123	2.09	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	45	2816	78.79	3.56	76	82	1.39	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	46	2481	108.03	2.24	107	109	1.9	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	47	2353	63.73	4.06	62	67	1.12	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	48	2347	106.01	1.72	105	107	1.87	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	49	2294	70.7	3.99	67	74	1.24	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	50	2124	98.86	4.17	95	103	1.74	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	51	2022	65.26	2.21	64	67	1.15	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	52	1967	118.91	3.48	118	121	2.09	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	53	1765	77.56	4.15	75	81	1.36	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	54	1624	79.76	1.67	79	81	1.4	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	55	1207	67.96	2.71	66	70	1.2	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	56	1130	85.62	3.7	83	88	1.51	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	57	1122	96.41	2.1	95	98	1.7	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	58	900	108.6	1.58	107	110	1.91	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	59	874	93.41	1.45	93	94	1.64	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	60	861	104.92	1.09	104	106	1.85	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	61	769	52.54	1.62	52	54	0.92	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	62	758	454.0	12.27	449	463	7.99	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	63	392	122.41	1.57	122	123	2.15	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	64	321	94.77	2.76	94	97	1.67	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	65	253	328.92	7.05	328	331	5.79	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	66	213	138.0	1.52	138	139	2.43	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	67	213	173.59	1.41	173	175	3.05	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	68	196	88.0	3.01	88	90	1.55	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	69	166	107.7	1.42	107	109	1.9	not_circular																																																																								
11813_EXE_19_2024_M_PBC74148	71	148	109.05	1.5	109	110	1.92	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	chromosome	3098160	45.05	9.69	38	51	1.0	circular																																																																								
11813_EXE_28_2025_A_PBC74148	1	1742049	40.67	9.83	33	47	0.9	circular																																																																								
11813_EXE_28_2025_A_PBC74148	2	170837	76.49	17.0	62	90	1.7	circular	Yes	NZ_AP024168.1	0.0188053	0.0	508/1000	2083760490.0	Vibrio alfacsensis strain 04Ya108 plasmid pYa108, complete sequence	2021-08-20	circular	complete	1074311.0	plasmid	221076.0	AP024168.1	RefSeq	SAMD00258720	19232337.0	SAMD00258720	Japan:Kagawa	34.381478 N 134.100808 E			2004-05-14			10733851.0	GCF_019670485.1	Complete Genome	218.0	2021-05-18	2021-05-18	True	SAMD00258720	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_alfacsensis		1074311.0	species	['Bacteria', 'Pseudomonadota', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Vibrio', 'Vibrio alfacsensis', '']	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_alfacsensis;	2.0	1224.0	1236.0	135623.0	641.0	662.0	1074311.0		True	True	True		0.0		0.4347328520508784	221076.0		BIOSAMPLE_IsolationSource	unknown (nan)		34.381478	134.100808		-10.220451	-3.4057686		
11813_EXE_28_2025_A_PBC74148	3	68284	277.65	45.48	241	317	6.16	circular																																																																								
11813_EXE_28_2025_A_PBC74148	4	65450	77.84	10.55	74	83	1.73	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	5	46596	293.54	49.04	261	354	6.52	circular																																																																								
11813_EXE_28_2025_A_PBC74148	6	39122	396.99	9.31	391	405	8.81	circular																																																																								
11813_EXE_28_2025_A_PBC74148	8	9309	17.17	1.01	17	18	0.38	circular																																																																								
11813_EXE_28_2025_A_PBC74148	9	8805	27.15	0.9	26	28	0.6	circular																																																																								
11813_EXE_28_2025_A_PBC74148	15	1525	14.85	0.85	14	16	0.33	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	19	905	102.06	1.72	102	103	2.27	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	20	879	22.15	0.88	21	23	0.49	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	23	260	36.7	0.61	37	37	0.81	not_circular																																																																								
11813_EXE_28_2025_A_PBC74148	24	250	32.67	0.57	32	33	0.73	not_circular																																																																								
11813_EXE_12_2025_A_PBC74148	chromosome	3241114	59.27	22.21	42	77	1.0	circular																																																																								
11813_EXE_12_2025_A_PBC74148	1	1690777	46.01	17.04	32	57	0.78	not_circular																																																																								
11813_EXE_12_2025_A_PBC74148	2	95250	33.07	16.83	19	46	0.56	not_circular																																																																								
11813_EXE_12_2025_A_PBC74148	3	77232	57.54	15.12	45	73	0.97	not_circular																																																																								
11813_EXE_12_2025_A_PBC74148	4	17870	58.65	8.31	56	58	0.99	not_circular																																																																								
11813_EXE_12_2025_A_PBC74148	5	531	140.91	11.28	142	143	2.38	not_circular																																																																								
11813_EXE_12_2025_A_PBC74148	6	272	125.59	0.81	125	126	2.12	not_circular																																																																								
11813_EXE_12_2025_A_PBC74148	8	244	44.41	0.53	44	45	0.75	not_circular																																																																								
11813_EXE_12_2025_A_PBC74148	9	167	125.38	0.97	125	126	2.12	not_circular																																																																								
11813_EXE_12_2025_A_PBC74148	12	133	62.87	0.34	63	63	1.06	not_circular																																																																								
11813_EXE_20_2024_J_PBC74148	chromosome	3334477	55.07	10.89	48	62	1.0	circular																																																																								
11813_EXE_20_2024_J_PBC74148	1	1868090	48.65	10.66	42	56	0.88	circular																																																																								
11813_EXE_28_2025_W_PBC74148	chromosome	3023615	67.1	10.98	60	75	1.0	circular																																																																								
11813_EXE_28_2025_W_PBC74148	1	1211340	61.9	10.98	55	70	0.92	circular																																																																								
11813_EXE_26_2025_C_PBC74148	chromosome	3588088	53.06	28.7	32	70	1.0	circular																																																																								
11813_EXE_26_2025_C_PBC74148	1	642078	43.59	22.33	26	59	0.82	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	2	360604	50.37	31.13	28	70	0.95	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	3	279860	31.16	22.04	16	40	0.59	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	4	149991	34.72	16.72	21	45	0.65	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	5	67519	189.76	143.48	68	310	3.58	circular																																																																								
11813_EXE_26_2025_C_PBC74148	6	30108	19.47	13.95	10	23	0.37	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	7	20586	28.08	10.82	22	35	0.53	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	8	19631	24.19	6.82	20	29	0.46	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	9	15110	49.64	19.06	31	69	0.94	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	10	10753	38.78	6.02	35	42	0.73	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	11	9043	49.63	5.55	44	54	0.94	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	12	8583	67.15	3.66	65	70	1.27	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	13	7027	31.39	24.76	17	40	0.59	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	14	6753	60.9	7.84	52	68	1.15	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	15	4871	87.12	7.08	84	92	1.64	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	16	4250	30.0	6.01	25	35	0.57	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	17	4066	55.33	7.45	50	62	1.04	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	18	3455	74.41	3.93	71	78	1.4	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	19	3363	58.51	2.31	57	60	1.1	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	20	2893	40.11	3.86	36	44	0.76	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	21	2713	40.22	1.59	39	41	0.76	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	22	1522	75.83	2.08	75	77	1.43	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	23	965	173.04	22.09	178	181	3.26	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	25	616	63.18	1.21	63	64	1.19	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	26	578	95.98	1.18	96	97	1.81	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	27	470	40.06	1.07	40	41	0.75	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	28	417	66.14	1.27	66	67	1.25	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	29	385	61.19	1.45	61	62	1.15	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	31	277	24.62	2.25	23	26	0.46	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	32	207	49.3	35.33	0	75	0.93	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	34	193	78.16	2.27	77	80	1.47	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	35	192	16.07	0.78	16	17	0.3	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	36	182	51.66	0.7	52	52	0.97	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	37	170	61.88	1.02	61	63	1.17	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	39	130	100.98	2.21	100	103	1.9	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	40	112	127.63	2.24	127	129	2.41	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	41	106	60.38	8.04	61	62	1.14	not_circular																																																																								
11813_EXE_26_2025_C_PBC74148	42	104	75.74	2.04	75	77	1.43	not_circular																																																																								
11813_EXE_27_2025_A_PBC74148	chromosome	3828698	41.27	8.32	36	46	1.0	circular																																																																								
11813_EXE_27_2025_A_PBC74148	1	2174611	38.02	7.84	33	43	0.92	not_circular																																																																								
11813_EXE_27_2025_A_PBC74148	2	107860	47.98	7.46	42	53	1.16	not_circular																																																																								
11813_EXE_27_2025_A_PBC74148	3	61139	365.48	13.66	355	374	8.86	circular	Yes	NZ_CP116417.1	0.0436329	0.0	250/1000	2532369265.0	Vibrio harveyi strain K2014767 plasmid pVH2, complete sequence	2023-07-07	circular	complete	669.0	plasmid	61846.0	CP116417.1	RefSeq	SAMN32755641	32755641.0	SAMN32755641	USA: Florida		hepatopancreas	Caribbean spiny lobster	2022.0		Culture	17305121.0	GCF_030388405.1	Complete Genome	39.8	2023-07-03	2023-07-03	True	SAMN32755641	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_harveyi		669.0	species	['Bacteria', 'Pseudomonadota', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Vibrio', 'Vibrio harveyi', '']	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio_harveyi;	2.0	1224.0	1236.0	135623.0	641.0	662.0	669.0		True	True	True		0.0		0.4220483135530188	61846.0	Panulirus argus	BIOSAMPLE_Host	Panulirus argus		27.7567667	-81.4639835	USA,Florida	1.4433129	-2.8369577		
11813_EXE_27_2025_A_PBC74148	4	31093	44.47	4.16	42	47	1.08	not_circular																																																																								
11813_EXE_27_2025_A_PBC74148	5	1469	40.03	2.65	38	42	0.97	not_circular																																																																								
11813_EXE_29_2025_K_PBC74148	chromosome	2803158	54.56	34.81	29	74	1.0	circular																																																																								
11813_EXE_29_2025_K_PBC74148	1	886854	33.16	26.44	17	41	0.61	not_circular																																																																								
11813_EXE_29_2025_K_PBC74148	2	752023	41.5	24.53	23	55	0.76	not_circular																																																																								
11813_EXE_29_2025_K_PBC74148	3	674368	30.64	20.98	16	40	0.56	not_circular																																																																								
11813_EXE_29_2025_K_PBC74148	4	193427	36.01	29.66	13	51	0.66	not_circular																																																																								
11813_EXE_29_2025_K_PBC74148	5	152596	43.68	26.53	22	56	0.8	not_circular																																																																								
11813_EXE_29_2025_K_PBC74148	6	131482	42.41	22.22	22	60	0.78	not_circular																																																																								
11813_EXE_29_2025_K_PBC74148	7	99147	75.04	55.33	28	119	1.38	circular																																																																								
11813_EXE_29_2025_K_PBC74148	8	88827	63.67	42.85	29	77	1.17	not_circular																																																																								
11813_EXE_29_2025_K_PBC74148	9	39480	29.67	16.07	17	46	0.54	not_circular																																																																								
11813_EXE_29_2025_K_PBC74148	11	16353	45.39	8.33	37	52	0.83	not_circular																																																																								
